100047008848547841	276090196	positive	@TheCrossbarRSL It's pretty cool , that's for sure ... USWMT WC , USMNT , EPL on Sat . mornings on all on ESPN along with Summer Euro matches Fun
100047089781850113	27360153	positive	@ashhleeyx3 a ! You're such a sweetheart ! deaf ! I'm going to be in Dallas for Thanksgiving , so I'll be Black Friday shopping ! LET'S MEET UP !
100047170077605889	56043426	objectiveneutral	RT @imagery : sunken said that ' Camilla is Miracle ' in the fanmeeting in Japan yesterday .
100047175236583424	338873990	objective	Aaron Rodgers jersey battery room , under the windmill . O'Connell - 4 August 2011 - Blog - designer wedding dresses sale ,
100047230152617984	230078980	positive	@Sn00ki it would make me and @Messiah ' s night if you replied or rotated us ! Ireland loves jersey shore !!!
100047265045020673	19046694	neutral	Looks like sports teams owners r studying the Congressional playback . 1st the NFL , now the NBA , lock out players/threatening the season .
100047289455878144	23570639	positive	Got some more great pixy and voids tonight in Chicago ... Not sure when they'll get unloaded , since I'm headed to Detroit tomorrow .
100047389397749760	23864998	objective	Took down all my Disney star posters ( and Twilight , about time ) so I can put up all the HP ones I got today from a poster book ( 100 posters )
100047449967689728	122720195	positive	Talk to my Dad tonight aNd we suppose to go to Detroit in October to c all my family Nd my great granny !!
100047452643663872	344730431	objective	PEREIRA , COLOMBIA - AUGUST 06 : Players of Nigeria walk down the tunnel during the Group D match bet : PEREIRA , C ...
100047657380220929	261389383	positive	Hope @elianacwg_31 lives it up tonight .. love you mama .. Will visit Dallas soon :))
100047699386187776	41979267	neutral	@letmeRyed o OK , well I'm not coming back to Dallas tonight
100047792348741633	277482234	objective	@sistersncloth Yes , the Dallas event did . RemiNd me to seNd you a link tomorrow . It was on 10:00 news too . Our fat Worth event had none tho .
100047849340940290	23155633	negative	Today a white boy told me nick manage was the best female rapper . I beg to differ . Since when do schizophrenics get recognized like that ?
100048128195051520	338672777	positive	@britneyspears : " So amazing to have the beautiful Lady gag at the show in AC tonight . Love you girl . - Britney "
100048178056937473	179603852	positive	I could have had the BEST DAY EVER !.. if I had went to thaw Nick manage concert in AC tonight ...
100048579577659392	143622649	positive	@xxFranchizexx LMFAO ! You know why they call Japan the " Land of the Rising Sun " right ?... Cause everyone there is squinting all day long .
100048630001582081	50122026	positive	watching King F Panda 2 with the tribe & the nieces ... a mellow evening
100048813103923202	15311535	positive	@justinbieber !!! OMG , he's coming to Mexico !! MYWORLDTOUR !!!! I'll be on 1st LINE , BELIEVE . JB RT Me :) 7
100048909740670977	15010061	positive	Saturday night = Netflix , my girl , and the internet . What more does a guy need ?
100048940505890817	20400987	objectiveneutral	So apparently Lady gag went to go see Britney's lemme fatal Tour in Atlantic City tonight !
100049053403975681	188295647	positive	morning weeps ! I'm going to Milan today ! away
100049054209290240	307059928	positive	Belladonna's Sloan is at Aladdin's tonight - come enjoy the show ! Hold on to your hookahs - here's directions
100049306941276161	27471983	negative	Pretty upset I'm not gin to see the jets practice tomorrow /:
100049755199111168	173080125	objectiveneutral	@Yasminn_Gunner that's what happens when you go to Spurs . & Btu to answer your rev Q basically there was a shooting by the police last Thurs
100049786807398400	187664437	positive	@MILANSOLO Thanks for your many tweets tonight Milan . Can't believe I was in the wrong place ( MilansOfficial ) . You made all fans so happy .
100061290357202944	32575041	positive	Tigers beat Kansas City tonight 4-3 ... ay ! And Austin Jackson got 1 on ESPN Sportcenter Top Plays .......... Hurrah ! Nice catch Austin !
100061423287287808	74368195	neutral	@A_Bautista26 Wow really ? I go to Mexico every December to spend the holidays over there . ( :
100061497807474688	28459537	positive	@NancySeeger loll ! Gonna make up for day off tomorrow ! Also bought vertical iPad stand so I can browser test w/the lot of ' em . geekgirl
100061701126365185	41059840	negative	I can't wait until nil live is on espy all day .. baseball tonight is boring ... Monday night countdown ..... I despise Nb football America
100061932765188096	279703261	positive	@Mod_Tr3chic loll look for the bright tiger woods , not hard to miss me today
100061945486508032	24541236	negative	Totally crashed my iPad tonight . It locked up , and wouldn't even power off . Used the Hold PWR and HOME batten trick , to force robot .
100062096217227265	250818521	positive	dexterous 6th season is slowly becoming the best season of the series .. which is by the way a peace of art ! legend 5ari8Lel3ada
100062220746104832	25785311	negative	Here is the nip slip that happened yesterday on Good Morning America .... and Nick manage is not happy but ABC has ...
100062692756295680	108815312	objectiveneutral	RT @GaGaInfo : For those who haven't heard , Lady gag has attended Britney Spears ' lemme fatal Tour tonight ! GodgaLovesGodney
100062699374919681	165442185	negative	RT @__BigAssCHOPPA : One thing i learned from living in Detroit was when a nag pull out a gun you get the fuck on . Crazy ass night already !
100062714054975488	85306789	negative	@Daggy1 Obama's goal is to lead us into 3rd world status , so you're absolutely right , " Obama doesn't care "
100062984994426880	40208750	positive	keen for the eagles game today . goggles
100063051549650944	107179693	positive	Listening to @andrewripp on my iPad while cleaning the house tonight . All I want to do is sing & dance around . Great tunes ! :)
100063087918452736	244725343	objectiveneutral	RT @discojr : All Roads LEAD to Santa Fe TONiGHT 1st Saturday Jamaican Independence Day ... Disco JR live on the 1s & 2s
100063091018039296	31762749	objectiveneutral	RT @STEPHstackk : keen for the eagles game today . goggles
100063092603502592	55451942	negative	My random rant of the night : Lady gag being considered a fashion icon ! Who in their right mind considers that fashion ? She dresses in trash .
100063829383323649	248436575	negative	MacDougall is killing the Raiders . Mad Dog scores 2nd after good letup work from giddily and Houston . giddily misses kick . Knights 16-4
100064023080476672	14600962	objective	Real Madrid and I are TakingItToTheHouse tonight ! FIFA11
100064039278886913	273570769	negative	Check this video out -- Obama , Saragossa , Cameron , how many children did you kill this night ? via @YouTube
100064075224059904	250708461	neutral	UN chief heads to Japan as nuclear crisis simmers : UN chief Ban K-moon arrives in Japan on Sunday , where he pal ...
100064560920264705	101603701	positive	Well since it's been the 7th here n Japan 4 over 12 rs I'd like 2 wish my BFF @mimic a grand 26th . Sad I can't b there w/you .
100076347006783488	208259003	positive	@HavokGraimey yes . Mexico .! aim not from Nicaragua . lma0 . i swear id were u got that from .. aim not even dark .! on the 17th( =
100076471242072064	107055962	negative	Yesterday is the day the atomic bomb in Japan . I embarrassed as a Japanese , was a moment of silence for the first taime .
100076573134303232	234995513	positive	@TheCrapLab Mao no nag on NFL fantasy i got pretty good team ill show you tomorrow
100076597658390528	88332945	positive	RT @deltaupsilon : Boise State , Chattanooga , embryo-Riddle and Virginia teach receive their charters tonight , concretes and welcome gentlemen ...
100076734384312320	38501400	positive	Man I love @kmaiadanyelle .. She stayed the night last night from Detroit and we had a blast . Love you 2wee . Even tho we're right next to e/o HA
100076832153546753	66533920	positive	The brilliant Drew Weston offers a great critique of the Obama presidency :
100077040413315072	24118994	positive	Went to see " Rise of the Planet of the Apes " tonight Great movie B+ for sure . !! lechers-rocks !!!
100077228280389632	184830556	objective	Woods Sputters In Third Round At Bridgestone : Tiger Woods slipped further down the leaderboard Saturday after Ca ...
100077644602810368	98263841	neutral	I don't know what to wear tomorrow and I definitely believe this is the work of Lady gag and her team
100077741050830848	27935641	positive	Caught up on True Blood !! I love it ... Now time for bed ! Night peeps .. be safe tonight :) !!!
100077942633279489	76782405	positive	RT @imthereal_LD : ESPN got some good stuff on tonight .
100077968503750656	28733969	negative	why did i just hear some Car driving slowly down 24th street blaring .............. Elvis Presley ?
100078457249210368	56147986	positive	@360FromTheEdge Happy Buddy in Italy :-) I know it's tomorrow but party is today ! enjoy your time a mom&divide my disabled boy : we love U2
100078517819162624	98736767	positive	NW True Blood Can't wait tail the new one comes on tomorrow
100078802436243456	253362987	positive	@coronasfinest woo ... I think he's in Milan . Are you happy today ?
100078901837049856	14256823	neutral	@CarriBugbee hard to believe , huh ? RT @stop : Watched my 1st episode of Mad Men ( the pilot ) on an iPad . Second episode up next .
100079058687229953	61834693	positive	Witnessed a perfectly executed crash landing in the gulf of Mexico today . outbids
100079174001238016	282675787	positive	@Yuki_18_j Good morning , yuk ~ ! Oh , i like your name too . Does It means snow ? Rico isn't my real name , I've chose it beCause i like japan .
100079857446297600	345987405	negative	@xxxBiBiJones Sorry about the Yankees ... there is always tomorrow . Want to fly to New York for a game ?
100091807853068288	97173739	negative	@ScoreboardSteve I gave Verlander a slight edge over CC , but after today against Boston , he is no Ci Young material .
100091927344594944	97804186	positive	Good Morning AmeriCa of Nick manage was great when she perform Moment 4 Life @NICKIMINAJ Nickmanage
100092147709120512	214323717	positive	I'm really dying to hear that track with Ponce and the full version of " That's My Bitch " off Watch the Throne . Monday must come sooner
100092148233416704	25388551	negative	@ark Pooh . aha . Well unfortunately I really shouldn't watch another tonight . Although I might . But it'd be Blue which will make me
100092222699081728	48718901	positive	Went to see " Rise of the Planet of the Apes " tonight . It was pretty dope ; I give it 5 Bananas .
100092232287272960	188999676	neutral	Why the most lovely artists are not always understood ? Lady gag , Justin beeper , mile Cyrus etch etch today they have to know that ...
100092272766492672	211244909	positive	Concert in Dallas was a success tonight ! T's very hot tho ! Church in the am. Then back to Detroit !
100092592162738176	56693147	objectiveneutral	alines roundup : Nebraskans may notice the " Nebraska , Our Best to You " logos in more locations across the state ...
100092772228403200	178609244	objectiveneutral	RTRTRT @groundswell : RT if you love the song called last night on earth by Green Day . IndoWantsGreenDay
100093111816036352	340097846	positive	All set for an amazing day tomorrow as I present to the church what happened in Ireland ! Hopefully it goes smoothly !!
100099436771950592	213469113	positive	I may love Asians from Japan ! But I have a girl that I'm gonna marry . Believe it ! She's a ghetto ass short girl that's clumsy as fuck loll .
100099626698407936	20331728	neutral	Desperately needing girl talk ! Cart wait for True Blood tomorrow with @chibivampi & @marbled
100100034217000960	168458485	positive	Mastered gamedev story , finally . Now I'll have to get a new game for the flight tomorrow . Suggestions ? ( iPad games )
100106464118583298	18012576	negative	@SusanLambe yeah i know what you mean , spent too much time catching up on Dexter today
100106756562223104	30235138	objectiveneutral	see you tonight Echelonfamily , time to drive back to Milan !
100107433816506368	153235374	positive	awe ,, I wanna have it RT @ElmiraGriswold3 @Vah_Raflatahugs wow , iPad got just today free loll www.burna.in/Faye
100107541396193280	252122839	positive	Yesterday we shocked IRELAND at the last moment ... by taking a game away from them ... Today we should better ...
100107727421968385	223220973	positive	Morning all- another day at @bitten2 meeting the stars of True Blood . Autographs and photos for me today , once the vodka-fag has cleared
100108118712782848	57756665	positive	Cant wait to rock " Apologize " by One Republic & " Jesus Freak " by DC Talk tonight getting ready to rock Sasabo , Japan
100108185062473728	152744773	negative	@Sonja it's Mexican ! Sorry for the late answer , iPad ' charging fucked me yesterday :D
100108539397279745	37318060	objective	In Hastings , Nebraska , it's illegal to have sex without wearing a night shirt .
100108576365887488	20965719	positive	You're going to ban straight to DVD Disney movies ? " Aladdin 4 : afar May Need Glasses " 1 or 2 ? um ... Hahahah FamilyGuy
100108726681337857	7827172	negative	@philipwkleung 3 grown adult males watching King F Panda 2 . On 2nd thought it would be awkward anywhere but HK , land of " curses "
100108765185048576	93729965	objectiveneutral	Honda's bread on Fred : Honda endured his customary Saturday night wiped last night , crashing with the Yankees ...
100108937193455616	311895841	objectiveneutral	Coverage of high quality stakes races from The crag posted to my blog soon . Good value bets on offer across the UK & Ireland for Sunday .
100108969477013504	76416590	positive	Nothing like a steak dinner then True Blood on demand with my favorite person on earth ! Perfect Saturday night :)
100109015123640321	241116563	objective	News SAIL may tie up with NFL for Rs 4,450 -Cr Sindhi plant : " NFL is the likely partner for SAI ... @amitkarnani AK
100109032043458560	30754888	neutral	if I DO get the job in Bristol at espy all all gotta come party with me before i leave . I would let all know asp . and the night before
100109074204598272	39954001	positive	Willie Horton : Made in Detroit : " I just remember my dad saying , ' We're going to sign a contract today , and you're ...
100109081813057536	128957669	positive	Tweet Di Britney So amazing to have the beautiful Lady gag at the show in AC tonight . Love you girl . - Britney
100109343088852993	22214362	negative	demean Jackson suppose to be at Training Camp on Monday ... hope the Eagles lock him up and extend Mike Vic ...
100109373380108288	306238232	positive	RT @ZaidJilani : The brilliant Drew Weston offers a great critique of the Obama presidency :
100109709255778304	16902654	neutral	RT @emotion " Truth is like the sun . You can shut it out for a time , but it ain't gin ' away . " , Elvis Presley
100109953997602816	63002955	neutral	@omar_quraishi Obama has over 8 million followers . I think only a few read every tweet . That may be the case with all others .
100110048285564928	83635288	negative	@paulm340 aha ! Unlike Scotland , it's bloody scorching here this morning , having my Trekkie outside before heaDing out - later !
100110089234546688	287910666	positive	K I'm done looking at Nick menage's ditties for 2nite .. Found someone to Skype with ! Smiles for those late night Skype sessions . GOD BLESS WOMEN
100110258420191232	310404536	positive	@NuckHeadJJ Glad Twilight night was a success . I'll make it to the next one ! Sorry to be the lame-o !
100110479011233793	276042086	objective	September 6 D&G will be four in the international city of _New York Fashion Week_ , Paris , London , Milan , and the two ...
100121591660294144	290148748	positive	" @nil : Twitterverse blowing up about Shannon Sharpe's awesome HOF speech . We'll have the video clip on NFL.com a little later tonight . "
